Date,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,year,Day_Perc_Change,Trend,upper_bb,lower_bb,middle_bb
2018-12-19,LALPATHLAB,EQ,951.8,955.0,972.6,951.1,960.0,959.95,960.36,52324,50250099.35,4874,27273,52.12,12,2018,0.8562723261189342,Slight Positive,1008.2990611500611,887.6866531356529,947.992857142857
2018-12-20,LALPATHLAB,EQ,959.95,954.45,960.0,944.8,944.8,950.65,954.51,29874,28515160.9,2677,16754,56.08,12,2018,-0.9688004583572108,Slight Negative,989.1708611688254,919.4148531168884,954.2928571428569
2018-12-21,LALPATHLAB,EQ,950.65,950.0,969.0,944.35,956.9,955.1,959.12,55238,52979983.4,5351,22379,40.51,12,2018,0.4681007731552223,Slight or No change,973.7074467515642,942.7639818198641,958.2357142857142
2018-12-24,LALPATHLAB,EQ,955.1,953.15,960.25,933.2,938.0,938.95,944.56,23725,22409573.75,2684,9400,39.62,12,2018,-1.690922416500884,Negative,975.0746640224511,940.5539074061201,957.8142857142856
2018-12-26,LALPATHLAB,EQ,938.95,938.95,942.1,921.0,930.15,929.75,929.37,31094,28897848.75,3036,14862,47.8,12,2018,-0.979817881676348,Slight Negative,976.7353927155057,933.3360358559225,955.0357142857141
2018-12-27,LALPATHLAB,EQ,929.75,930.1,951.15,925.65,928.5,929.75,938.18,28745,26968033.35,5025,15382,53.51,12,2018,0.0,Slight or No change,977.9980768496998,927.6019231503001,952.8
2018-12-28,LALPATHLAB,EQ,929.75,932.0,932.0,906.35,908.9,908.5,910.31,599643,545859636.4,19649,561875,93.7,12,2018,-2.2855606345791872,Negative,982.3058984944697,915.24410150553,948.7749999999999
2018-12-31,LALPATHLAB,EQ,908.5,911.25,922.0,890.95,909.95,910.3,906.08,341688,309597505.35,20516,286162,83.75,12,2018,0.19812878370941697,Slight or No change,984.9008087379775,906.5563341191648,945.7285714285712
2019-01-01,LALPATHLAB,EQ,910.3,909.95,928.0,902.45,925.0,924.8,912.79,157587,143843938.05,4646,112675,71.5,1,2019,1.592881467648022,Positive,984.860248194669,903.4254660910448,944.1428571428569
2019-01-02,LALPATHLAB,EQ,924.8,924.0,924.0,900.0,916.0,915.2,910.93,94182,85793624.55,4481,50150,53.25,1,2019,-1.038062283737018,Negative,982.1842127298688,899.0086444129878,940.5964285714283
2019-01-03,LALPATHLAB,EQ,915.2,909.7,918.0,897.1,910.0,913.05,907.57,71756,65123557.85,3283,30624,42.68,1,2019,-0.23492132867133364,Slight or No change,977.8158570516289,895.6841429483707,936.7499999999998
2019-01-04,LALPATHLAB,EQ,913.05,908.0,944.85,908.0,935.45,940.1,937.58,156645,146866808.1,7745,102261,65.28,1,2019,2.962597886205587,Positive,973.5677808245315,896.7393620326108,935.1535714285711
2019-01-07,LALPATHLAB,EQ,940.1,941.0,956.75,940.1,947.9,948.7,949.44,158556,150539618.5,4061,116719,73.61,1,2019,0.9147962982661406,Slight Positive,969.6280713831517,898.457642902562,934.0428571428569
2019-01-08,LALPATHLAB,EQ,948.7,943.0,959.0,941.0,942.5,943.55,950.26,87968,83592234.95,4594,6376,7.25,1,2019,-0.5428481079371883,Slight Negative,968.0310533025806,898.8760895545618,933.4535714285712
2019-01-09,LALPATHLAB,EQ,943.55,944.05,960.0,944.05,951.0,952.6,953.61,96293,91826139.65,14038,56838,59.03,1,2019,0.9591436595834946,Slight Positive,965.9617648577882,899.8953779993542,932.9285714285712
2019-01-10,LALPATHLAB,EQ,952.6,949.05,978.95,945.35,971.8,973.6,954.82,231156,220711637.2,8092,166432,72.0,1,2019,2.204492966617688,Positive,973.1937473669618,895.9419669187521,934.567857142857
2019-01-11,LALPATHLAB,EQ,973.6,978.0,1008.9,970.95,998.0,985.4,991.98,124041,123046165.5,12557,33323,26.86,1,2019,1.2119967132292464,Positive,982.9610982712716,890.5031874430135,936.7321428571425
2019-01-14,LALPATHLAB,EQ,985.4,993.0,993.0,968.3,974.0,971.6,977.53,41108,40184238.1,3254,9178,22.33,1,2019,-1.4004465191800208,Negative,988.9266567364929,889.201914692078,939.0642857142855
2019-01-15,LALPATHLAB,EQ,971.6,971.6,1005.0,964.85,1000.0,996.35,981.33,65553,64328811.8,5225,14668,22.38,1,2019,2.547344586249478,Positive,1001.8887729529025,885.7540841899541,943.8214285714283
2019-01-16,LALPATHLAB,EQ,996.35,990.3,1029.0,990.3,1013.0,1021.35,1010.15,58747,59343473.0,7594,15380,26.18,1,2019,2.5091584282631585,Positive,1020.9045135014427,879.8240579271284,950.3642857142855
2019-01-17,LALPATHLAB,EQ,1021.35,1030.0,1094.45,1025.0,1079.95,1073.05,1062.16,242741,257829327.9,20729,58866,24.25,1,2019,5.061927840603109,Among top gainers,1054.1661187914497,870.069595494264,962.1178571428569
2019-01-18,LALPATHLAB,EQ,1073.05,1073.05,1079.5,1040.0,1044.0,1047.25,1051.13,57333,60264511.1,6729,20532,35.81,1,2019,-2.4043613997483777,Negative,1069.1856144002345,874.6143855997651,971.8999999999997
2019-01-21,LALPATHLAB,EQ,1047.25,1054.6,1054.6,1008.9,1017.0,1018.8,1026.6,68932,70765765.85,4754,17521,25.42,1,2019,-2.716638815946526,Negative,1074.8666017988805,882.3619696296906,978.6142857142855
2019-01-22,LALPATHLAB,EQ,1018.8,1017.5,1045.0,991.1,1029.0,1032.25,1029.23,137205,141216045.25,19892,47456,34.59,1,2019,1.3201806046329034,Positive,1079.7716324820055,894.1783675179938,986.9749999999997
2019-01-23,LALPATHLAB,EQ,1032.25,1037.7,1094.0,1028.55,1076.0,1070.0,1055.0,62895,66353997.7,4217,24139,38.38,1,2019,3.65705982077984,Among top gainers,1090.431493247487,905.9399353239412,998.1857142857141
2019-01-24,LALPATHLAB,EQ,1070.0,1074.0,1085.0,1011.35,1020.0,1020.55,1055.03,52842,55749835.35,5961,14885,28.17,1,2019,-4.621495327102808,Among top losers,1090.4352918184397,917.4289938958456,1003.9321428571426
2019-01-25,LALPATHLAB,EQ,1020.55,1026.7,1074.0,1026.15,1049.0,1058.5,1054.3,88402,93201853.6,7861,15825,17.9,1,2019,3.7185831169467503,Among top gainers,1096.600610700836,926.9493892991634,1011.7749999999996
2019-01-28,LALPATHLAB,EQ,1058.5,1069.7,1069.7,1000.0,1002.0,1002.05,1011.01,76974,77821543.3,14683,40072,52.06,1,2019,-5.3330184222957095,Among top losers,1091.5648797432377,940.3422631139044,1015.9535714285711
2019-01-29,LALPATHLAB,EQ,1002.05,1001.0,1029.0,991.0,1028.55,1023.3,1010.41,58059,58663445.7,11253,22597,38.92,1,2019,2.120652662042821,Positive,1087.2519091643053,954.7552336928368,1021.003571428571
2019-01-30,LALPATHLAB,EQ,1023.3,1017.1,1074.0,1012.2,1062.0,1066.6,1054.25,47716,50304733.6,6136,12799,26.82,1,2019,4.231408189191832,Among top gainers,1092.043961542404,963.248895600452,1027.646428571428
2019-01-31,LALPATHLAB,EQ,1066.6,1060.2,1085.0,1039.55,1075.0,1078.65,1068.55,28497,30450455.95,3609,11568,40.59,1,2019,1.1297581098818954,Positive,1099.1700261292756,969.4442595850095,1034.3071428571425
2019-02-01,LALPATHLAB,EQ,1078.65,1080.0,1090.0,1027.9,1043.0,1040.7,1059.83,61937,65642910.3,6176,38907,62.82,2,2019,-3.518286747323052,Among top losers,1093.1402076863217,985.3455065993918,1039.2428571428568
2019-02-04,LALPATHLAB,EQ,1040.7,1044.0,1063.15,1030.0,1039.4,1039.75,1044.29,30982,32354070.85,4954,17237,55.64,2,2019,-0.09128471221293566,Slight or No change,1090.2752591777635,994.41045510795,1042.3428571428567
2019-02-05,LALPATHLAB,EQ,1039.75,1041.0,1065.8,1041.0,1056.0,1051.85,1052.67,34647,36471964.3,3777,14330,41.36,2,2019,1.1637412839624828,Positive,1091.0969704244421,997.9458867184139,1044.521428571428
2019-02-06,LALPATHLAB,EQ,1051.85,1047.4,1125.0,1038.85,1089.9,1087.05,1096.91,93219,102252864.2,12348,33881,36.35,2,2019,3.3464847649379736,Among top gainers,1095.2312436413565,995.8116135014994,1045.521428571428
2019-02-07,LALPATHLAB,EQ,1087.05,1080.8,1109.75,1070.35,1082.0,1087.0,1087.61,218840,238011916.75,4953,188303,86.05,2,2019,-0.004599604434019078,Slight or No change,1102.810651469713,993.9107771017145,1048.3607142857138
2019-02-08,LALPATHLAB,EQ,1087.0,1100.0,1115.0,1065.2,1096.0,1079.95,1091.16,147531,160979739.65,11710,66133,44.83,2,2019,-0.6485740570377097,Slight Negative,1106.772822731572,998.68432012557,1052.728571428571
2019-02-11,LALPATHLAB,EQ,1079.95,1086.5,1096.0,1021.1,1021.1,1030.55,1047.56,35116,36786210.65,8085,17302,49.27,2,2019,-4.574285846566983,Among top losers,1106.8568483812408,998.3574373330442,1052.6071428571424
2019-02-12,LALPATHLAB,EQ,1030.55,1049.95,1065.65,1001.0,1010.0,1009.85,1024.86,38096,39043092.15,6419,15952,41.87,2,2019,-2.0086361651545204,Negative,1106.0424037381608,990.579024833267,1048.3107142857139
2019-02-13,LALPATHLAB,EQ,1009.85,1008.0,1048.8,1008.0,1013.8,1018.05,1030.64,81993,84505372.0,8383,56766,69.23,2,2019,0.8120017824429393,Slight Positive,1106.2479107048468,990.0163750094381,1048.1321428571425
2019-02-14,LALPATHLAB,EQ,1018.05,1024.2,1031.5,1002.15,1002.15,1009.7,1017.55,22768,23167589.2,4900,13950,61.27,2,2019,-0.8201954717351745,Slight Negative,1105.8550813570023,983.4377757858542,1044.6464285714283
2019-02-15,LALPATHLAB,EQ,1009.7,1010.6,1030.0,1003.6,1010.0,1014.35,1017.85,87664,89229089.8,3303,76205,86.93,2,2019,0.4605328315341106,Slight or No change,1104.4088067070095,986.6411932929902,1045.5249999999999
2019-02-18,LALPATHLAB,EQ,1014.35,1009.0,1045.0,1009.0,1038.0,1035.7,1034.54,134377,139018206.9,14554,38768,28.85,2,2019,2.1047961748903217,Positive,1104.2176366629353,988.6037919084931,1046.4107142857142
2019-02-19,LALPATHLAB,EQ,1035.7,1042.0,1042.0,1013.35,1015.0,1029.05,1025.59,109171,111965111.5,10674,74386,68.14,2,2019,-0.6420778217630652,Slight Negative,1100.9821331489666,986.475009708176,1043.7285714285713
2019-02-20,LALPATHLAB,EQ,1029.05,1023.5,1043.95,1015.0,1032.0,1034.05,1030.31,32931,33929107.05,7123,14762,44.83,2,2019,0.4858850395996317,Slight or No change,1094.281510430259,986.8042038554548,1040.542857142857
2019-02-21,LALPATHLAB,EQ,1034.05,1027.8,1050.0,1022.95,1040.0,1038.8,1034.11,43497,44980570.5,9815,28620,65.8,2,2019,0.4593588317779673,Slight or No change,1094.1536827406674,986.660602973618,1040.4071428571426
2019-02-22,LALPATHLAB,EQ,1038.8,1038.85,1056.25,1026.05,1027.4,1032.65,1041.37,131758,137209084.95,12696,110064,83.53,2,2019,-0.592029264535987,Slight Negative,1093.8069996882161,985.9930003117831,1039.8999999999996
2019-02-25,LALPATHLAB,EQ,1032.65,1038.1,1040.5,1020.0,1025.0,1027.3,1032.85,26423,27290958.45,5514,15611,59.08,2,2019,-0.5180845397763201,Slight Negative,1091.9760524470798,984.3168046957761,1038.146428571428
2019-02-26,LALPATHLAB,EQ,1027.3,1012.0,1025.3,1009.45,1016.0,1013.85,1020.99,117225,119685540.1,8871,102966,87.84,2,2019,-1.309257276355491,Negative,1080.0945072855072,985.7412070002064,1032.9178571428567
2019-02-27,LALPATHLAB,EQ,1013.85,1020.0,1029.0,1011.55,1012.1,1018.55,1020.75,29235,29841581.35,4709,16111,55.11,2,2019,0.4635794249642444,Slight or No change,1063.8924318386994,992.1647110184426,1028.028571428571
2019-02-28,LALPATHLAB,EQ,1018.55,1020.25,1024.0,984.2,1006.0,1011.3,1005.89,55903,56232520.65,10218,33976,60.78,2,2019,-0.7117961808453144,Slight Negative,1044.0834479020316,1002.1665520979674,1023.1249999999994
2019-03-01,LALPATHLAB,EQ,1011.3,1011.3,1024.3,1011.3,1018.25,1018.4,1019.05,36829,37530665.2,8157,26562,72.12,3,2019,0.7020666468901426,Slight Positive,1042.8949296027915,1001.6193561114933,1022.2571428571424
2019-03-05,LALPATHLAB,EQ,1018.4,1019.0,1024.0,1005.2,1016.05,1017.65,1015.0,55774,56610564.85,8425,37872,67.9,3,2019,-0.07364493322858934,Slight or No change,1042.4037423986208,1003.2248290299493,1022.8142857142851
2019-03-06,LALPATHLAB,EQ,1017.65,1024.0,1029.0,1016.05,1020.0,1019.65,1020.87,54226,55357759.05,19551,44662,82.36,3,2019,0.19653122389819974,Slight or No change,1042.416702502327,1003.4404403548145,1022.9285714285709
2019-03-07,LALPATHLAB,EQ,1019.65,1020.0,1025.95,1005.05,1006.0,1011.7,1016.04,47393,48152969.55,9216,31515,66.5,3,2019,-0.7796793017211701,Slight Negative,1042.1672079797017,1003.9756491631545,1023.0714285714281
2019-03-08,LALPATHLAB,EQ,1011.7,1011.7,1024.95,1000.95,1019.0,1018.2,1017.83,44975,45776815.55,9135,28213,62.73,3,2019,0.6424829494909634,Slight Positive,1042.0071015037306,1004.6857556391255,1023.3464285714281
2019-03-11,LALPATHLAB,EQ,1018.2,1017.0,1049.95,1012.0,1043.0,1041.2,1036.85,61961,64244240.05,11180,38712,62.48,3,2019,2.258888234138668,Positive,1043.7061497480115,1003.7724216805588,1023.7392857142852
2019-03-12,LALPATHLAB,EQ,1041.2,1049.0,1072.0,1041.6,1069.95,1064.05,1061.19,45934,48744844.8,3835,28673,62.42,3,2019,2.1945831732616217,Positive,1055.6171732272762,996.8613982012943,1026.2392857142852
2019-03-13,LALPATHLAB,EQ,1064.05,1070.4,1082.4,1032.0,1050.0,1050.75,1049.56,38443,40348334.4,7501,19472,50.65,3,2019,-1.2499412621587271,Negative,1059.4167210434955,995.4475646707895,1027.4321428571425
2019-03-14,LALPATHLAB,EQ,1050.75,1060.0,1060.0,1040.3,1046.55,1052.6,1048.84,8862,9294812.95,1896,4145,46.77,3,2019,0.1760647156792583,Slight or No change,1062.6810153596603,994.1546989260534,1028.4178571428567
2019-03-15,LALPATHLAB,EQ,1052.6,1058.0,1067.35,1016.1,1021.1,1058.95,1058.93,332569,352168249.3,9001,300084,90.23,3,2019,0.6032680980429639,Slight Positive,1068.2448847939288,992.3479723489279,1030.2964285714284
2019-03-18,LALPATHLAB,EQ,1058.95,1052.5,1090.0,1033.3,1090.0,1074.65,1063.01,26011,27650063.35,6288,13347,51.31,3,2019,1.482600689362101,Positive,1078.3255407336942,989.031602123448,1033.678571428571
2019-03-19,LALPATHLAB,EQ,1074.65,1080.0,1089.0,1042.85,1046.25,1048.85,1067.83,20606,22003662.75,3217,10996,53.36,3,2019,-2.4007816498395007,Negative,1079.9538492124493,992.4032936446929,1036.178571428571
2019-03-20,LALPATHLAB,EQ,1048.85,1057.25,1057.25,1038.4,1048.0,1050.25,1047.41,21612,22636654.65,2204,10042,46.46,3,2019,0.13347952519426887,Slight or No change,1081.564703420288,995.3210108654258,1038.4428571428568
2019-03-22,LALPATHLAB,EQ,1050.25,1057.0,1087.7,1046.25,1085.0,1082.0,1077.27,35594,38344398.0,5686,15507,43.57,3,2019,3.0230897405379764,Among top gainers,1089.3917737907623,997.5939404949518,1043.492857142857
2019-03-25,LALPATHLAB,EQ,1082.0,1082.0,1098.0,1067.35,1089.8,1077.85,1086.14,57455,62404263.5,7889,32220,56.08,3,2019,-0.3835489833641459,Slight or No change,1094.6274370562246,1000.8511343723468,1047.7392857142856
2019-03-26,LALPATHLAB,EQ,1077.85,1071.3,1099.25,1071.3,1084.1,1089.5,1089.83,22717,24757624.65,3346,9245,40.7,3,2019,1.0808554065964815,Positive,1101.2766685021231,1004.4661886407338,1052.8714285714284
2019-03-27,LALPATHLAB,EQ,1089.5,1089.5,1090.5,1052.5,1060.0,1071.0,1074.97,21177,22764557.55,4110,10329,48.77,3,2019,-1.6980266177145433,Negative,1101.7791792490173,1011.2993921795539,1056.5392857142856
2019-03-28,LALPATHLAB,EQ,1071.0,1071.0,1087.85,1065.65,1070.0,1074.1,1074.89,19305,20750813.85,2262,11490,59.52,3,2019,0.2894491129785237,Slight or No change,1098.9084616578796,1023.0843954849772,1060.9964285714284
2019-03-29,LALPATHLAB,EQ,1074.1,1088.0,1088.0,1033.0,1037.5,1044.3,1055.91,47052,49682550.0,7684,18994,40.37,3,2019,-2.7744157899636908,Negative,1093.594688935979,1032.126739635449,1062.860714285714
2019-04-01,LALPATHLAB,EQ,1044.3,1052.2,1055.8,1038.0,1050.0,1050.1,1047.44,22115,23164040.95,2539,9891,44.73,4,2019,0.5553959590156143,Slight Positive,1092.6267317013394,1034.3661254415174,1063.4964285714284
2019-04-02,LALPATHLAB,EQ,1050.1,1050.6,1087.8,1038.0,1042.45,1044.4,1064.77,58417,62200664.0,5702,18426,31.54,4,2019,-0.5428054471002586,Slight Negative,1092.950616599471,1031.2350976862429,1062.092857142857
2019-04-03,LALPATHLAB,EQ,1044.4,1052.8,1057.95,1035.0,1038.0,1041.15,1045.76,23586,24665230.85,6274,12253,51.95,4,2019,-0.3111834546150938,Slight or No change,1093.741998000529,1029.0722877137562,1061.4071428571426
2019-04-04,LALPATHLAB,EQ,1041.15,1045.0,1045.0,1020.0,1022.0,1022.75,1026.27,27293,28010107.0,3920,18354,67.25,4,2019,-1.7672765691783217,Negative,1097.509815990757,1021.0401840092427,1059.2749999999999
2019-04-05,LALPATHLAB,EQ,1022.75,1016.75,1039.65,1002.15,1034.0,1026.55,1025.91,25244,25897963.25,3692,10949,43.37,4,2019,0.3715472989489044,Slight or No change,1099.012023212054,1014.9094053593741,1056.960714285714
2019-04-08,LALPATHLAB,EQ,1026.55,1026.55,1045.0,1024.05,1030.0,1027.75,1030.89,19262,19857045.85,3718,13310,69.1,4,2019,0.11689640056500306,Slight or No change,1097.0414934914622,1010.1799350799658,1053.610714285714
2019-04-09,LALPATHLAB,EQ,1027.75,1021.5,1030.3,1010.0,1015.0,1014.75,1019.42,20422,20818503.9,4516,9448,46.26,4,2019,-1.2648990513257077,Negative,1099.3244108918436,1003.0255891081558,1051.1749999999997
2019-04-10,LALPATHLAB,EQ,1014.75,1022.9,1044.45,1014.0,1025.0,1020.15,1024.07,44368,45435979.15,8144,30637,69.05,4,2019,0.5321507760532196,Slight Positive,1099.9598565854997,998.0901434144996,1049.0249999999996
2019-04-11,LALPATHLAB,EQ,1020.15,1021.0,1034.9,1019.0,1020.0,1022.6,1028.65,15922,16378204.8,2494,8735,54.86,4,2019,0.24016076067245876,Slight or No change,1093.7423245929695,995.8219611213157,1044.7821428571426
2019-04-12,LALPATHLAB,EQ,1022.6,1028.0,1038.55,1016.4,1032.5,1033.65,1026.47,50178,51506210.1,5561,38265,76.26,4,2019,1.080578916487385,Positive,1086.966333664354,996.2836663356451,1041.6249999999995
2019-04-15,LALPATHLAB,EQ,1033.65,1037.9,1085.25,1037.25,1064.0,1065.3,1070.57,215832,231062598.0,11633,153417,71.08,4,2019,3.0619648817297835,Among top gainers,1078.7576305855036,1001.0352265573525,1039.896428571428
2019-04-16,LALPATHLAB,EQ,1065.3,1065.5,1080.0,1045.2,1053.0,1054.1,1063.65,28834,30669171.65,4545,11486,39.83,4,2019,-1.0513470383929469,Negative,1074.3027485656353,1003.0758228629352,1038.6892857142852
2019-04-18,LALPATHLAB,EQ,1054.1,1048.0,1073.55,1042.0,1070.0,1063.35,1061.51,34677,36809889.7,4398,12626,36.41,4,2019,0.8775258514372553,Slight Positive,1070.587635864315,1005.2552212785414,1037.9214285714281
2019-04-22,LALPATHLAB,EQ,1063.35,1057.1,1085.0,1044.1,1058.0,1057.85,1067.18,26645,28434880.9,4625,10686,40.11,4,2019,-0.5172332722057638,Slight Negative,1073.1343792106125,1004.6441922179581,1038.8892857142853
2019-04-23,LALPATHLAB,EQ,1057.85,1065.0,1100.0,1050.0,1058.0,1057.75,1076.13,47043,50624618.7,4251,22352,47.51,4,2019,-0.009453136077886004,Slight or No change,1074.680908798789,1004.1905197726387,1039.4357142857139
2019-04-24,LALPATHLAB,EQ,1057.75,1063.05,1075.55,1050.0,1067.0,1069.75,1067.22,17169,18323055.4,3011,9597,55.9,4,2019,1.134483573623246,Positive,1080.018493540666,1002.4743636021904,1041.2464285714282
2019-04-25,LALPATHLAB,EQ,1069.75,1070.0,1073.0,1055.0,1057.2,1063.25,1062.54,7704,8185801.65,1875,4437,57.59,4,2019,-0.6076186024772112,Slight Negative,1083.340519343741,1002.3094806562581,1042.8249999999996
2019-04-26,LALPATHLAB,EQ,1063.25,1063.25,1063.25,1028.5,1036.15,1039.75,1043.26,24845,25919913.4,3898,13264,53.39,4,2019,-2.210204561486006,Negative,1082.9502526985323,1005.1283187300386,1044.0392857142854
2019-04-30,LALPATHLAB,EQ,1039.75,1044.95,1051.0,1031.4,1039.75,1044.3,1043.67,29417,30701521.75,7828,18358,62.41,4,2019,0.4376051935561343,Slight or No change,1082.8976256367664,1007.7166600775186,1045.3071428571425
2019-05-02,LALPATHLAB,EQ,1044.3,1035.0,1077.2,1035.0,1071.0,1073.1,1049.19,225282,236363162.0,3420,210268,93.34,5,2019,2.757828210284408,Positive,1087.4137861291183,1009.6790710137385,1048.5464285714284
2019-05-03,LALPATHLAB,EQ,1073.1,1077.35,1077.35,1041.65,1043.0,1044.35,1065.9,153711,163841063.2,2846,125700,81.78,5,2019,-2.6791538533221466,Negative,1084.5042951694475,1016.8171334019805,1050.660714285714
2019-05-06,LALPATHLAB,EQ,1044.35,1035.9,1052.7,1020.1,1020.6,1024.95,1032.35,19890,20533438.7,3097,12336,62.02,5,2019,-1.8576147843155864,Negative,1083.5895633289679,1018.4175795281745,1051.0035714285711
2019-05-07,LALPATHLAB,EQ,1024.95,1015.7,1031.95,1006.9,1013.0,1013.1,1020.66,20113,20528506.75,3628,11587,57.61,5,2019,-1.1561539587296998,Negative,1085.7324036152054,1014.9175963847943,1050.3249999999998
2019-05-08,LALPATHLAB,EQ,1013.1,1014.0,1019.85,1001.9,1002.0,1006.1,1010.9,18048,18244734.9,4175,11239,62.27,5,2019,-0.6909485736847354,Slight Negative,1090.2289409141679,1006.4853448001174,1048.3571428571427
2019-05-09,LALPATHLAB,EQ,1006.1,1014.0,1014.0,977.7,979.9,982.9,987.36,60539,59773549.1,8169,37303,61.62,5,2019,-2.3059338037968446,Negative,1095.7071845469616,989.2356725958955,1042.4714285714285
2019-05-10,LALPATHLAB,EQ,982.9,989.9,994.3,963.6,980.0,980.65,980.71,30568,29978397.15,4618,19097,62.47,5,2019,-0.2289144368704865,Slight or No change,1099.2720386078236,975.1779613921764,1037.225
2019-05-13,LALPATHLAB,EQ,980.65,970.8,996.0,960.0,975.0,976.25,974.21,37187,36228097.15,6798,23772,63.93,5,2019,-0.44868199663488095,Slight or No change,1098.9526752805457,963.0544675765967,1031.0035714285711
